Policy_ID,Age,Gender,Location,Insurance_Type,Coverage_Amount,Premium,Deductible,Risk_Factor,Claims_Count,Total_Claim_Cost,Claim_Reason,Customer_Feedback_Score,Policy_Start_Date,Last_Claim_Date
575,32,Female,Rural,Automotive,192929.76,796.96,211.18,0.43,2,25735.33,Other,1,2016-03-18 19:00:52,2020-03-20 15:23:08
576,50,Female,Urban,Life,378824.37,1954.1,400.54,0.09,2,13409.17,Natural Disaster,6,2017-11-24 14:33:48,2020-07-11 21:45:44
577,69,Male,Rural,Automotive,489303.69,1306.12,580.89,0.34,1,4056.4,Natural Disaster,5,2016-05-02 04:11:14,2018-09-24 21:49:00
578,24,Non-Binary,Rural,Home,133853.84,798.12,366.94,0.02,2,4930.49,Accident,5,2018-04-05 01:14:24,2011-01-21 17:59:15
579,51,Male,Rural,Life,66579.26,790.17,206.11,0.35,1,7957.57,Theft,1,2017-08-08 13:26:37,2011-10-05 07:43:18
580,62,Male,Suburban,Automotive,141189.16,513.17,638.85,0.58,0,0,Natural Disaster,9,2014-07-05 13:51:39,2018-07-23 21:29:56
581,68,Male,Suburban,Home,304099.18,862.37,301.27,0.34,0,0,Natural Disaster,5,2018-05-09 06:12:26,2016-06-19 07:33:51
582,63,Male,Rural,Automotive,108959.45,1065.55,669.62,0.4,1,4914.39,Other,1,2021-01-03 12:36:31,2012-08-01 04:45:21
583,59,Male,Suburban,Life,216970.23,1513.32,721.78,0.1,1,9853.32,Other,6,2016-06-19 19:02:02,2014-12-21 09:59:33
584,22,Non-Binary,Suburban,Home,137650.23,1263.3,832.7,0.07,0,0,Accident,10,2013-02-14 14:12:52,2012-05-02 07:17:51
585,47,Female,Suburban,Automotive,377786.89,371.06,501.92,0.5,2,21636.5,Natural Disaster,5,2021-09-08 23:35:02,2014-08-14 11:13:37
586,45,Non-Binary,Suburban,Life,51458.84,888.18,728.48,0.36,1,4373.06,Other,7,2015-01-24 01:16:14,2016-06-13 02:11:07
587,35,Male,Urban,Automotive,68067.65,386.7,131.64,0.17,1,1619.64,Theft,6,2011-08-29 17:13:15,2014-04-30 19:18:56
588,53,Female,Suburban,Life,379253.47,1895.89,667.85,0.11,0,0,Natural Disaster,10,2019-04-23 19:57:55,2017-01-30 03:23:45
589,20,Female,Suburban,Home,485865.64,1023.32,491.1,0.23,3,32086.22,Accident,1,2019-09-02 10:38:10,2016-08-07 08:35:06
590,38,Female,Suburban,Home,315737.51,1318,828.16,0.05,4,40730.99,Theft,5,2012-01-04 14:59:42,2019-12-08 03:42:10
591,63,Non-Binary,Suburban,Automotive,83359.98,1541.48,989.1,0.31,0,0,Theft,1,2012-01-16 11:10:50,2015-06-11 04:07:10
592,33,Non-Binary,Urban,Home,408837.63,306.07,363.19,0.47,4,40063.98,Natural Disaster,3,2017-11-07 11:31:50,2015-03-29 11:24:10
593,54,Non-Binary,Urban,Automotive,62077.18,479.55,905,0.1,1,10354.88,Theft,10,2018-05-16 01:24:36,2015-11-16 11:26:37
594,59,Male,Rural,Automotive,139995.5,1211.54,195.39,0.49,0,0,Accident,9,2013-03-05 02:34:57,2015-09-03 04:32:05
595,22,Non-Binary,Suburban,Home,263356.02,1322.03,507.14,0.55,3,36428.47,Natural Disaster,10,2013-05-16 05:14:21,2017-08-22 22:31:33
596,67,Non-Binary,Suburban,Automotive,319332.4,1531.32,725.75,0.41,2,6232.02,Other,3,2015-07-27 02:42:57,2019-08-23 09:28:01
597,68,Non-Binary,Rural,Automotive,231053.34,495.08,876.8,0.2,1,7230.49,Natural Disaster,9,2010-09-09 21:05:36,2018-10-07 05:55:04
598,31,Female,Urban,Home,337251.97,907.34,299.09,0.54,0,0,Other,6,2018-12-20 17:49:49,2019-12-02 20:25:10
599,48,Female,Rural,Life,285047.2,1569.53,543.37,0.22,1,8383.84,Accident,8,2018-08-16 23:43:00,2016-08-18 02:01:36
600,63,Male,Urban,Automotive,458281.95,706.62,978.32,0.68,1,7967.79,Accident,10,2018-05-25 16:20:03,2011-09-21 21:35:16
601,41,Female,Rural,Automotive,499741.89,1944.71,763.55,0.42,1,10322.98,Accident,8,2014-03-14 21:32:51,2021-01-18 23:19:11
602,52,Male,Rural,Automotive,378587.19,1956.57,454.61,0.12,0,0,Theft,10,2022-10-19 07:43:35,2014-12-11 01:08:59
603,53,Female,Suburban,Home,89226.05,1125.36,547.79,0.62,2,5838.51,Theft,4,2010-07-10 02:32:20,2012-09-06 04:09:05
604,27,Male,Rural,Life,198449.66,521.49,927.69,0.02,1,4754.9,Other,5,2017-07-10 17:30:03,2011-01-03 20:42:15
605,44,Male,Urban,Home,284762.38,331.59,538.11,0.7,0,0,Accident,4,2017-01-27 12:14:13,2017-03-05 01:44:40
606,44,Female,Urban,Home,168016.29,500.98,152.28,0.16,1,4127.5,Accident,9,2014-09-01 11:17:59,2010-02-18 17:38:27
607,40,Female,Rural,Home,443176.14,939.91,284.23,0.07,1,11437.87,Other,2,2021-09-20 12:14:50,2015-07-18 23:50:26
608,30,Non-Binary,Urban,Life,138413.31,874.77,103.38,0.17,1,1641.76,Accident,10,2010-10-15 13:20:21,2012-12-27 05:31:15
609,33,Non-Binary,Rural,Home,142010.03,1613.77,532.2,0.33,1,14759.53,Other,10,2015-10-16 05:20:18,2021-09-29 05:28:13
610,52,Male,Suburban,Home,457235.44,1268.6,976.06,0.36,0,0,Natural Disaster,10,2021-03-17 12:07:14,2012-10-27 22:20:34
611,44,Male,Suburban,Home,351204.41,1045.95,822.22,0.2,3,16255.97,Theft,4,2017-10-05 17:37:19,2012-05-20 00:44:23
612,69,Male,Suburban,Life,327512.41,539.94,137.16,0.45,2,1664.54,Other,7,2019-02-10 05:54:07,2010-12-06 06:09:18
613,56,Female,Suburban,Life,368038.95,546.29,937.78,0.41,1,14532.9,Natural Disaster,1,2018-12-16 16:24:22,2017-01-06 18:15:35
614,64,Female,Rural,Life,146924.8,1593.98,200.18,0.16,2,23431.24,Theft,8,2021-02-16 13:39:44,2013-07-22 10:38:47
615,34,Non-Binary,Urban,Life,313864.68,1895.91,120.7,0.08,1,11623.44,Other,5,2021-04-24 12:33:28,2021-05-26 02:25:55
616,65,Female,Rural,Home,360214.39,736.71,290.44,0.14,1,2610.79,Natural Disaster,1,2020-01-31 04:37:24,2010-05-23 13:58:13
617,58,Male,Urban,Life,165346.34,1198.7,550.15,0.35,0,0,Other,3,2022-06-02 15:13:02,2022-06-28 11:18:40
618,18,Non-Binary,Rural,Automotive,428122.45,1693.8,169.98,0.22,1,5364.94,Theft,7,2018-12-16 09:52:41,2020-10-12 09:00:08
619,28,Female,Urban,Home,299487.58,1671.73,803.22,0.45,1,8352.62,Accident,1,2010-02-18 08:52:51,2018-05-13 08:26:06
620,29,Male,Urban,Automotive,276070.88,1392.86,115.73,0.39,0,0,Theft,3,2017-06-11 01:20:18,2018-11-12 23:46:46
621,31,Female,Rural,Life,437661.88,372.98,296.34,0.22,0,0,Other,4,2018-01-11 20:33:08,2010-08-30 00:54:04
622,25,Female,Suburban,Automotive,134303.93,568.51,638.56,0.71,0,0,Theft,2,2011-01-02 09:27:19,2016-01-10 15:28:07
623,48,Female,Rural,Home,58658.2,1728.79,469.52,0.34,1,6772.29,Accident,1,2019-06-29 08:14:15,2021-02-19 08:15:43
624,24,Male,Suburban,Home,396742.48,1680.37,514.37,0.14,2,14777,Theft,6,2011-02-03 16:51:02,2013-06-13 17:03:33
625,63,Male,Rural,Home,149626.47,1433.22,702.99,0.4,0,0,Natural Disaster,7,2016-09-17 09:54:58,2013-10-20 19:24:25
626,48,Female,Urban,Automotive,101044.56,1281.27,423.67,0.7,1,3612.98,Natural Disaster,5,2021-01-11 00:10:01,2015-10-02 00:25:16
627,33,Male,Suburban,Home,164000.22,753.48,316.59,0.46,0,0,Theft,5,2021-08-29 15:09:28,2022-03-07 17:07:31
628,59,Female,Urban,Home,120839.65,1427.67,926.4,0.24,2,10194.98,Natural Disaster,8,2018-04-12 02:35:08,2016-02-09 00:02:23
629,56,Non-Binary,Urban,Automotive,169277.01,482.63,410.67,0.05,0,0,Theft,2,2018-08-03 21:54:58,2016-12-22 18:24:27
630,61,Male,Urban,Life,90054.57,1921.25,530.22,0.21,1,13973.32,Natural Disaster,6,2021-12-02 11:28:08,2019-06-20 14:12:26
631,36,Female,Rural,Home,266570.15,1275.7,837.96,0.12,2,9560.08,Other,3,2015-07-10 13:37:55,2010-08-13 15:44:17
632,25,Female,Urban,Life,362366.32,424.86,669.52,0.45,0,0,Accident,1,2015-04-29 02:32:27,2021-12-11 21:42:20
633,46,Female,Rural,Life,457867.84,1761.69,658.38,0.2,4,3289.62,Natural Disaster,10,2011-07-21 16:27:08,2013-07-20 04:00:28
634,19,Non-Binary,Suburban,Home,385439.92,1261.11,674.94,0.16,1,900.28,Accident,10,2015-07-12 14:10:11,2015-09-09 03:52:10
635,59,Male,Urban,Automotive,98923.35,683.5,829.34,0.18,5,47715.95,Natural Disaster,6,2012-06-09 20:24:32,2013-06-05 16:23:33
636,20,Female,Suburban,Life,290817.79,377.43,573.27,0.16,1,6803.93,Accident,7,2020-09-15 19:29:21,2018-06-20 00:33:30
637,68,Female,Suburban,Automotive,85694.97,1973.75,168.27,0.04,1,9946.15,Accident,4,2019-12-16 13:26:05,2017-03-18 07:54:09
638,46,Female,Rural,Home,307750.44,1141.8,698.96,0.1,2,11511.97,Natural Disaster,3,2021-06-06 10:07:43,2012-11-27 13:53:57
639,32,Male,Suburban,Home,287757.62,680.85,248.5,0.3,1,9453.27,Accident,9,2017-11-25 10:13:33,2018-12-28 23:02:22
640,55,Non-Binary,Rural,Home,52932.86,1279.13,845.84,0.42,1,5474.25,Natural Disaster,7,2022-08-21 04:16:09,2019-03-07 17:45:23
641,45,Non-Binary,Rural,Home,389215.98,628.44,240.89,0.46,1,10658.38,Accident,6,2019-03-06 01:59:40,2019-05-16 07:17:57
642,54,Female,Suburban,Home,338641.27,746.8,960.8,0.61,1,6234.7,Theft,8,2012-01-23 05:47:52,2014-02-13 10:47:38
643,49,Female,Suburban,Home,254189.78,1872.28,739.32,0.1,1,1122.37,Theft,3,2018-10-23 13:58:18,2015-08-20 11:10:47
644,47,Male,Suburban,Automotive,463535.02,817.13,337.05,0.33,1,5967.03,Natural Disaster,7,2017-03-29 22:29:18,2020-08-08 11:07:28
645,68,Female,Rural,Home,253672.15,1198.45,286.71,0.08,2,28836.98,Other,5,2017-04-07 16:39:47,2021-05-21 05:03:02
646,64,Non-Binary,Rural,Life,257496.41,797.9,890.43,0.21,1,2722.51,Other,3,2021-12-28 21:44:36,2018-09-08 17:01:25
647,47,Male,Suburban,Life,123213.32,1008.7,307.54,0.5,1,12678.59,Theft,3,2019-11-09 12:58:21,2019-09-08 20:35:41
648,68,Male,Rural,Home,349207.35,1304.02,470.68,0.14,3,27020.38,Theft,1,2013-01-26 05:56:27,2022-07-30 01:45:17
649,51,Female,Suburban,Automotive,125830.64,1595.33,514.29,0.29,1,13701.61,Accident,5,2020-03-29 05:24:45,2018-05-24 17:44:52
650,30,Non-Binary,Rural,Home,189336.9,313.72,211.93,0.16,2,21506.88,Natural Disaster,7,2022-10-15 19:29:35,2010-09-06 15:29:18
651,50,Male,Rural,Home,364636.04,663.58,761.92,0.25,0,0,Theft,10,2022-01-07 07:26:17,2013-05-22 06:45:40
652,59,Male,Urban,Home,187726.06,1665.29,196.9,0.29,0,0,Other,5,2015-01-14 06:11:44,2016-04-23 08:21:43
653,34,Female,Urban,Home,321269.69,749.94,868.91,0.11,2,2745,Natural Disaster,6,2013-08-09 19:22:18,2013-01-06 17:20:46
654,20,Non-Binary,Suburban,Automotive,489519.99,491.08,578.59,0.3,0,0,Natural Disaster,1,2018-08-29 14:06:21,2010-10-30 12:33:20
655,26,Non-Binary,Urban,Life,69403.21,864.44,655.02,0.55,1,13338.79,Other,7,2018-11-23 01:20:56,2017-11-22 00:28:05
656,69,Male,Rural,Life,227393.55,1455.83,845.97,0.34,0,0,Theft,7,2010-11-16 21:49:57,2010-02-04 15:26:08
657,28,Non-Binary,Suburban,Life,454880.69,1408.66,402.63,0.24,2,24444.62,Natural Disaster,6,2017-11-30 12:56:32,2014-06-04 01:54:05
658,66,Female,Urban,Life,315440.66,1743.38,968.63,0.59,0,0,Natural Disaster,6,2016-02-01 03:50:15,2015-11-02 05:09:22
659,44,Female,Suburban,Life,473798.79,1899.3,650.62,0.11,2,2305.02,Accident,7,2014-10-01 00:54:51,2019-05-10 23:20:03
660,45,Male,Suburban,Life,477709.26,1444.14,211.82,0.32,3,43446.54,Accident,10,2016-01-10 20:53:24,2017-03-31 10:39:03
661,19,Male,Rural,Automotive,422342.71,1762.38,358.99,0.28,1,659.82,Other,2,2022-10-11 00:11:30,2015-07-29 16:57:05
662,18,Non-Binary,Urban,Home,206563.7,746.57,546.63,0.2,1,1543.8,Accident,6,2014-11-21 22:40:53,2018-08-27 13:53:14
663,23,Female,Rural,Automotive,62024.5,1052.3,716.27,0.45,2,5992.99,Other,7,2017-09-13 13:37:41,2021-07-16 06:55:42
664,42,Non-Binary,Suburban,Automotive,479212.64,840.41,281.95,0.17,0,0,Theft,3,2015-08-05 11:18:55,2014-04-18 11:43:01
665,52,Non-Binary,Suburban,Automotive,141836.26,1607.8,484.27,0.42,3,28891.11,Theft,9,2019-08-26 00:47:13,2022-04-30 05:58:45
666,33,Male,Suburban,Automotive,159161.8,1571.69,196.91,0.33,2,16948.53,Natural Disaster,8,2020-01-25 00:24:18,2010-03-06 06:27:16
667,21,Female,Urban,Automotive,349657.07,982.25,262.49,0.19,0,0,Natural Disaster,7,2019-12-09 15:17:07,2015-06-20 01:56:05
668,64,Female,Rural,Automotive,365982.11,1433.01,782.31,0.19,0,0,Accident,6,2015-10-13 21:04:06,2017-12-24 13:05:01
669,55,Non-Binary,Rural,Home,481558.26,322.2,648.43,0.35,0,0,Natural Disaster,8,2015-12-15 12:50:07,2021-07-16 01:11:41
670,61,Female,Urban,Automotive,317869.94,1841.18,507.02,0.29,3,9714.84,Other,4,2011-05-05 23:23:21,2018-09-02 18:15:44
671,37,Female,Rural,Automotive,248148.48,1018.8,106.42,0.35,2,14356.73,Other,4,2015-06-04 09:39:24,2012-05-08 16:51:54
672,42,Non-Binary,Rural,Life,105971.6,1840.7,159.52,0.2,2,10916.16,Theft,2,2019-09-18 01:16:42,2012-07-17 18:01:49
673,24,Male,Suburban,Life,435834.65,377.41,787.21,0.17,0,0,Other,1,2010-03-19 23:39:23,2019-08-23 05:33:01
674,38,Male,Suburban,Home,69919.18,442.04,184.45,0.17,2,19442.69,Other,6,2021-09-06 08:11:05,2015-08-06 14:35:03
675,24,Male,Suburban,Automotive,433503.1,1149.8,793.94,0.33,2,22428.47,Theft,10,2011-09-02 21:44:54,2015-06-15 21:42:28
676,46,Non-Binary,Urban,Life,201341.28,677.59,751.75,0.46,1,3043.29,Theft,7,2018-11-20 05:37:48,2019-04-19 10:32:23
677,69,Female,Suburban,Automotive,458613.2,1541.3,562.36,0.05,2,26579.77,Accident,1,2018-08-16 14:12:50,2014-08-20 02:02:39
678,24,Non-Binary,Rural,Life,432780.27,1460.91,422.99,0.15,1,12494.76,Theft,2,2019-04-06 11:36:44,2017-12-18 18:04:01
679,20,Non-Binary,Urban,Life,364516.14,1372.13,910.21,0.2,1,2046.07,Other,9,2021-10-08 08:03:34,2014-02-05 15:55:10
680,46,Male,Rural,Life,59603.62,1729.69,258.92,0.03,0,0,Accident,4,2020-01-28 04:35:46,2021-09-06 22:56:17
681,46,Female,Urban,Life,361249.52,1739.19,869.53,0.3,0,0,Theft,5,2014-03-24 04:37:16,2014-08-29 21:24:24
682,56,Male,Rural,Automotive,302821.22,760.25,787.13,0.3,2,5600.49,Other,1,2019-05-06 18:42:18,2012-09-14 11:04:25
683,55,Female,Urban,Home,163482.47,675.47,700.96,0.25,0,0,Natural Disaster,8,2018-10-03 02:28:18,2015-01-05 22:57:03
684,23,Female,Rural,Life,309591.4,1451.7,948.13,0.44,2,29250.1,Natural Disaster,9,2020-01-29 17:24:12,2018-05-06 01:32:00
685,63,Male,Suburban,Life,432294.71,485.83,996.51,0.33,0,0,Accident,8,2016-09-06 18:22:02,2012-10-19 02:40:41
686,27,Male,Urban,Home,144793.23,643.82,810.31,0.27,1,5045.74,Other,5,2019-06-18 17:06:41,2011-02-21 07:09:36
687,54,Non-Binary,Rural,Automotive,202841.76,1812.84,305.89,0.22,0,0,Other,5,2014-01-10 19:29:34,2010-06-26 02:38:18
688,31,Female,Rural,Life,89739.87,1392.07,716.47,0.28,0,0,Natural Disaster,10,2010-09-16 23:49:04,2017-05-26 03:02:58
689,39,Female,Rural,Home,400268.28,634.04,460.35,0.33,2,19465.49,Other,2,2012-06-03 04:12:55,2017-03-25 08:55:21
690,49,Female,Rural,Automotive,94704.38,1464.02,210.12,0.12,0,0,Accident,2,2014-04-01 00:38:07,2011-12-06 09:24:52
691,35,Female,Suburban,Automotive,460395.71,617.37,863.91,0.47,0,0,Natural Disaster,4,2016-11-01 01:02:20,2013-05-19 05:01:52
692,53,Female,Suburban,Automotive,279885,1384.18,401.26,0.25,0,0,Other,2,2020-05-15 17:56:47,2013-04-17 04:01:49
693,63,Non-Binary,Urban,Automotive,172963.53,668.85,968.01,0.62,2,23932.26,Natural Disaster,5,2019-02-09 18:10:04,2021-11-11 07:00:24
694,69,Female,Urban,Automotive,81511.9,1513.2,830,0.11,0,0,Natural Disaster,10,2016-04-06 22:45:26,2012-11-04 08:29:51
695,26,Non-Binary,Rural,Life,418005.84,1969.77,820.05,0.22,1,10282.63,Other,9,2020-11-21 13:12:24,2012-07-20 21:58:19
696,43,Male,Urban,Life,226529.88,1135.55,844.23,0.41,1,6390.22,Theft,2,2014-09-30 04:56:03,2015-07-03 15:32:29
697,39,Non-Binary,Rural,Automotive,448173.12,1425.12,467.32,0.14,1,9471.39,Theft,2,2021-10-20 21:34:59,2019-12-21 02:52:04
698,63,Non-Binary,Urban,Home,374248.21,1998.83,173.99,0.44,0,0,Theft,9,2021-11-05 11:48:28,2010-02-11 01:33:21
699,55,Non-Binary,Urban,Automotive,87869.44,982.49,995.54,0.29,1,10703.65,Natural Disaster,10,2013-10-09 09:39:40,2017-12-17 00:46:09
700,40,Male,Rural,Life,397456.25,1679.39,967.74,0.45,1,8639.31,Other,9,2021-05-12 19:41:55,2011-09-07 21:31:38
701,34,Female,Suburban,Home,420183.61,473.75,520.93,0.15,2,6681.89,Theft,6,2019-10-02 00:02:48,2013-02-22 04:29:05
702,43,Non-Binary,Rural,Life,95083.3,319.95,845.64,0.05,1,13938.51,Accident,3,2018-08-13 22:21:48,2021-10-15 05:45:01
703,64,Male,Suburban,Life,351611.77,1941.71,529.63,0.15,3,2307.28,Accident,8,2022-06-21 08:18:31,2014-10-04 21:03:27
704,55,Non-Binary,Urban,Home,149441.47,1333.04,933.53,0.27,1,8963.64,Accident,9,2018-09-04 14:58:11,2011-04-28 16:52:36
705,19,Non-Binary,Suburban,Automotive,200908.28,928.59,460.05,0.37,1,953.56,Theft,4,2018-12-26 05:16:16,2021-12-14 00:37:43
706,23,Male,Rural,Automotive,113183.08,1076.21,890.79,0.33,2,1115.28,Other,2,2022-04-04 02:36:07,2013-01-18 00:35:52
707,24,Non-Binary,Urban,Life,69708.99,479.35,111.65,0.32,0,0,Theft,4,2021-09-16 21:12:02,2010-10-08 22:27:36
708,30,Non-Binary,Suburban,Home,435877.91,348.36,407.17,0.25,1,14837.05,Accident,3,2014-05-22 12:39:09,2020-12-11 00:09:47
709,44,Female,Suburban,Home,469797.1,1586.17,654.82,0.64,0,0,Theft,8,2017-10-21 20:37:17,2015-08-04 13:57:38
710,28,Male,Rural,Life,374797.67,1210.99,869.36,0.16,0,0,Accident,4,2020-02-29 01:12:25,2020-07-18 06:46:33
711,32,Non-Binary,Urban,Home,123969.65,1828.49,179.82,0.29,3,41409.96,Theft,6,2010-12-20 18:17:36,2013-03-16 17:35:45
712,26,Male,Urban,Life,50410.81,1339.77,167.2,0.22,2,12526.59,Accident,5,2021-04-22 13:30:27,2010-02-24 13:22:37
713,25,Male,Suburban,Home,213560.22,1095.9,809.09,0.29,1,7734.57,Other,10,2010-05-28 09:41:59,2021-05-12 22:12:49
714,63,Female,Suburban,Automotive,295391.3,1313.87,609.5,0.11,1,13497.21,Other,1,2019-12-24 19:16:47,2012-05-29 02:43:58
715,23,Female,Suburban,Life,237633.55,1390.27,218.73,0.24,3,17219.83,Accident,2,2021-01-27 22:25:43,2022-01-04 15:02:19
716,65,Female,Urban,Home,350401.56,873.7,529.64,0.25,0,0,Other,8,2016-02-23 20:33:20,2017-02-23 16:03:43
717,60,Non-Binary,Suburban,Home,175263.53,1372.24,284.17,0.62,0,0,Other,8,2016-02-03 17:47:40,2022-08-15 04:25:58
718,21,Non-Binary,Suburban,Home,180478.69,876.87,776.25,0.04,0,0,Other,5,2013-01-24 09:16:06,2012-05-23 05:52:05
719,28,Non-Binary,Urban,Life,52727.24,1843.3,834.05,0.64,2,15180.98,Theft,2,2015-10-30 16:16:28,2013-05-16 21:35:31
720,68,Non-Binary,Urban,Home,338682.78,678.53,496.56,0.25,0,0,Accident,8,2014-10-05 10:11:55,2010-09-21 15:32:34
721,45,Non-Binary,Rural,Home,430692.74,714.36,971.07,0.19,3,20660.17,Other,8,2022-04-25 16:37:02,2016-03-23 17:35:18
722,43,Non-Binary,Urban,Home,462309.37,1558.24,671.85,0.36,1,9691.21,Theft,2,2011-07-29 10:56:50,2021-06-05 20:13:02
723,21,Male,Urban,Life,314220.43,1621.58,333.69,0.41,1,1667.62,Other,2,2011-07-14 01:32:57,2015-06-24 10:26:41
724,32,Male,Rural,Life,136243.91,1175.12,159.34,0.14,0,0,Accident,2,2014-10-23 07:43:40,2022-10-21 02:56:39
725,36,Female,Urban,Automotive,234644.68,1464,727.58,0.19,0,0,Theft,10,2012-11-10 07:35:59,2016-05-23 23:09:26
726,23,Non-Binary,Rural,Life,210957.96,869.8,631,0.23,1,12246.27,Other,1,2017-06-01 02:08:53,2022-04-21 12:45:53
727,22,Male,Urban,Life,75781.17,693.18,408.85,0.7,2,1757.22,Theft,7,2019-01-22 13:01:03,2013-05-22 22:30:29
728,35,Female,Rural,Life,56337.21,1392.14,764.65,0.47,4,28823.27,Theft,7,2020-11-13 04:57:09,2016-09-24 08:44:22
729,23,Female,Suburban,Automotive,189743.77,1192.65,134.86,0.46,1,4759.36,Natural Disaster,6,2010-04-04 16:40:22,2016-09-08 05:02:25
730,48,Female,Suburban,Automotive,369184.77,1816.01,867.06,0.11,0,0,Accident,9,2017-06-12 01:45:37,2012-08-16 12:46:32
731,42,Female,Suburban,Home,342921.43,1129.26,271.59,0.31,3,23090.87,Natural Disaster,10,2013-01-15 14:12:52,2011-01-06 10:58:52
732,21,Male,Rural,Life,394369.06,485.1,129.81,0.12,0,0,Accident,10,2013-05-27 18:06:07,2019-05-04 03:48:17
733,23,Male,Suburban,Home,443855.94,1644.43,902.73,0.25,1,3500.87,Other,10,2016-09-21 02:12:39,2021-04-04 13:36:20
734,58,Male,Urban,Home,476964.17,929.37,656.14,0.67,1,9719.43,Accident,8,2014-02-07 19:20:51,2016-11-19 18:31:02
735,54,Female,Rural,Home,409154.91,727.04,211.99,0.08,0,0,Theft,5,2020-02-25 00:08:33,2020-08-04 21:35:35
736,67,Female,Urban,Life,68255.65,1218.44,664.83,0.34,0,0,Other,10,2011-11-08 11:59:55,2021-10-03 14:27:32
737,42,Non-Binary,Urban,Life,485869.37,478.67,900.13,0.04,2,25911.05,Accident,5,2019-05-20 11:43:07,2022-04-28 11:10:05
738,51,Non-Binary,Urban,Automotive,191627.51,390.2,626.55,0.28,0,0,Other,8,2010-11-27 17:42:05,2015-04-12 00:41:55
739,36,Female,Rural,Automotive,447708.57,1350.82,775.95,0.14,1,7943.76,Theft,8,2018-07-06 22:26:14,2011-12-13 10:11:55
740,51,Male,Urban,Home,110485.64,365.37,906.09,0.07,1,8615.93,Natural Disaster,1,2011-02-25 20:59:35,2011-07-19 23:17:45
741,32,Female,Suburban,Home,345062.44,1325.62,924.5,0.04,3,11682.12,Theft,6,2012-07-02 15:14:02,2018-08-10 18:06:48
742,67,Non-Binary,Rural,Life,194569.13,740.5,228.25,0.23,0,0,Accident,1,2017-01-19 15:30:42,2020-07-29 11:16:04
743,25,Non-Binary,Suburban,Automotive,407340.65,1941.34,779.23,0.48,0,0,Theft,4,2021-04-11 05:13:18,2018-01-21 12:49:00
744,61,Male,Rural,Home,107843.38,1175.46,872.4,0.09,1,5683.06,Other,2,2022-02-12 08:14:39,2012-03-22 09:50:36
745,64,Female,Urban,Home,278575.63,1615.58,984.79,0.13,1,6916.16,Other,2,2011-06-30 10:27:27,2016-11-23 13:00:53
746,66,Non-Binary,Suburban,Automotive,491926.5,1048.48,877.58,0.23,0,0,Theft,9,2016-04-26 00:11:54,2016-02-03 17:46:00
747,51,Male,Rural,Life,376531.04,1899.05,714.62,0.29,1,3585.15,Accident,9,2010-06-16 07:43:44,2021-09-10 01:01:14
748,35,Non-Binary,Urban,Home,107192.91,335,347.15,0.25,1,4503.36,Natural Disaster,5,2022-08-12 20:13:34,2018-04-12 13:04:28
749,47,Male,Urban,Life,346197.78,1833.52,380.3,0.41,2,29883.67,Natural Disaster,8,2012-12-24 08:55:06,2017-02-06 02:49:56
750,30,Non-Binary,Rural,Home,352128.5,471.49,811.16,0.4,0,0,Theft,4,2010-04-26 06:28:08,2011-07-27 00:59:26
751,64,Non-Binary,Rural,Life,421601.6,343.31,472.93,0.37,0,0,Natural Disaster,5,2017-02-28 12:30:07,2020-07-12 04:51:29
752,50,Female,Rural,Home,183529.31,1723.03,864.82,0.44,1,4760.05,Accident,4,2018-04-14 13:30:28,2022-08-31 19:06:35
753,52,Male,Rural,Home,116069.15,1170.77,523.8,0.21,2,21141.21,Theft,6,2011-05-25 11:04:26,2014-12-04 17:27:28
754,69,Male,Suburban,Home,431021.54,307.53,699.14,0.21,0,0,Theft,10,2021-08-24 22:54:30,2011-01-30 16:42:06
755,41,Non-Binary,Rural,Life,214185.79,466.89,960.04,0.15,0,0,Accident,3,2022-03-23 17:18:10,2022-10-08 14:32:19
756,43,Female,Urban,Automotive,247673.74,527.44,291.06,0.25,1,9737.33,Theft,10,2011-05-02 09:35:02,2021-10-17 07:53:42
757,64,Non-Binary,Suburban,Life,481922.22,945.24,359.65,0.3,2,22414.53,Theft,2,2017-12-06 19:59:29,2022-09-24 14:10:54
758,68,Non-Binary,Urban,Life,256321.02,1876.19,504.92,0.3,2,5266.01,Natural Disaster,1,2020-12-07 21:40:47,2011-12-08 14:01:40
759,61,Non-Binary,Urban,Life,86726.25,970.54,807.46,0.37,1,14730.02,Theft,4,2012-06-13 21:55:23,2015-04-24 23:21:44
760,59,Male,Rural,Home,347462.59,1377.3,838.06,0.13,0,0,Theft,5,2020-07-09 23:21:21,2016-08-06 08:47:15
761,64,Female,Suburban,Home,372550.51,1975.66,836.74,0.2,2,15246.33,Natural Disaster,5,2019-02-23 02:25:31,2018-06-01 13:04:03
762,18,Non-Binary,Rural,Life,260275.73,839.72,395.03,0.17,1,8331.09,Natural Disaster,5,2013-08-19 07:44:10,2013-11-15 13:58:56
763,30,Non-Binary,Urban,Life,366356.82,1477.08,179.71,0.39,2,4104.27,Other,5,2010-07-18 09:45:15,2013-07-30 01:01:51
764,27,Non-Binary,Rural,Home,228238.34,1779.93,233.85,0.26,3,19967.01,Theft,5,2019-12-28 00:33:54,2021-11-06 17:37:43
765,36,Male,Rural,Automotive,455291.09,692.52,239.9,0.07,1,7317.62,Natural Disaster,9,2018-12-07 10:16:20,2019-05-14 02:26:05
